Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
296,319135,IVAR,Bookcases & shelving units,570,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-storage-unit-with-foldable-table-pine-00319135/,No,"        Storage unit with foldable table,          80x30-104x155 cm",IKEA of Sweden,30,155,80
1786,49123405,TROFAST,Children's furniture,350,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s49123405/,No,"        Storage combination,          99x44x56 cm",Studio Copenhagen,44,56,99
507,296351,SELSVIKEN,Bookcases & shelving units,60,No old price,TRUE,https://www.ikea.com/sa/en/p/selsviken-drawer-front-patterned-high-gloss-brown-00296351/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26,60
7,60155602,DALFRED,Bar furniture,195,No old price,TRUE,https://www.ikea.com/sa/en/p/dalfred-bar-stool-black-60155602/,No,"        Bar stool,          63-74 cm",Sarah Fager,50,,50
2080,80311833,SALTHOLMEN,Outdoor furniture,195,No old price,TRUE,https://www.ikea.com/sa/en/p/saltholmen-table-outdoor-foldable-beige-80311833/,No,"        Table, outdoor,          65 cm",Jon Karlsson,,71,
2826,90180025,MICKE,Tables & desks,175,No old price,TRUE,https://www.ikea.com/sa/en/p/micke-add-on-unit-high-white-90180025/,Yes,"        Add-on unit high,          105x65 cm",Henrik Preutz,16,65,105
1811,80308699,TROFAST,Children's furniture,55,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-shelf-light-white-stained-pine-pine-80308699/,No,"        Shelf,          30 cm",Studio Copenhagen,,,30
2034,40160478,LÄCKÖ,Outdoor furniture,149,No old price,TRUE,https://www.ikea.com/sa/en/p/laeckoe-chair-with-armrests-outdoor-grey-40160478/,No,"        Chair with armrests, outdoor",IKEA of Sweden,60,82,56
2886,39001942,LINNMON / KRILLE,Tables & desks,475,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-krille-table-white-s39001942/,Yes,"        Table,          150x75 cm",IKEA of Sweden/Francis Cayouette,,74,75
2008,40259511,VÄDDÖ,Outdoor furniture,111,SR 185,TRUE,https://www.ikea.com/sa/en/p/vaeddoe-table-outdoor-white-40259511/,No,"        Table, outdoor,          58x74 cm",Henrik Preutz,,71,74
1614,60322130,KULLEN,Chests of drawers & drawer units,89,No old price,TRUE,https://www.ikea.com/sa/en/p/kullen-chest-of-2-drawers-black-brown-60322130/,No,"        Chest of 2 drawers,          35x49 cm",IKEA of Sweden,40,49,35
3557,19219008,PAX,Wardrobes,4270,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-s19219008/,No,"        Corner wardrobe,          160/271/160x236 cm",Ehlén Johansson/IKEA of Sweden,,236,270
2577,29292442,VIMLE,Sofas & armchairs,3875,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-gunnared-medium-grey-s29292442/,Yes,        3-seat sofa-bed,IKEA of Sweden/Ehlén Johansson,98,83,246
1490,29161573,MÖRBYLÅNGA / BERNHARD,Chairs,6965,No old price,TRUE,https://www.ikea.com/sa/en/p/moerbylanga-bernhard-table-and-6-chairs-brown-kavat-dark-brown-s29161573/,No,"        Table and 6 chairs,          220x100 cm",S Lanneskog/J Marnell/Ola Wihlborg,,74,100
1255,69303066,ÖRFJÄLL,Chairs,225,No old price,TRUE,https://www.ikea.com/sa/en/p/oerfjaell-swivel-chair-white-vissle-purple-s69303066/,No,        Swivel chair,S Holmbäck/U Nordentoft,68,,68
3011,30255250,BEKANT,Tables & desks,2100,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-underframe-sit-stand-f-table-tp-el-black-30255250/,Yes,"        Underframe sit/stand f table tp, el,          120x80 cm",K Malmvall/E Lilja Löwenhielm,,,80
2353,30402901,EKTORP,Sofas & armchairs,695,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-corner-sofa-4-seat-lingbo-multicolour-30402901/,Yes,"        Cover for corner sofa, 4-seat",IKEA of Sweden,,,
96,60116960,LYCKSELE,Beds,100,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,No,        Storage box 2-seat sofa-bed,IKEA of Sweden,55,21,92
43,9288224,STENSELE,Bar furniture,550,No old price,TRUE,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105,
3044,29221765,SVALNÄS,Tables & desks,660,No old price,TRUE,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-s29221765/,No,"        Wall-mounted storage combination,          86x35x176 cm",Jon Karlsson,35,176,86
1231,39303039,ÖRFJÄLL,Chairs,225,No old price,TRUE,https://www.ikea.com/sa/en/p/oerfjaell-swivel-chair-white-vissle-dark-grey-s39303039/,No,        Swivel chair,S Holmbäck/U Nordentoft,68,,68
1261,19241537,POÄNG,Chairs,597,SR 640,TRUE,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-knisa-black-s19241537/,Yes,        Rocking-chair,IKEA of Sweden/Noboru Nakamura,94,95,68
25,10400540,EKEDALEN,Bar furniture,345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52,114,43
3356,30247378,BESTÅ,TV & media furniture,125,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,Yes,"        Frame,          60x40x38 cm",IKEA of Sweden,40,38,60
679,20330599,UPPLEVA,Bookcases & shelving units,199,No old price,TRUE,https://www.ikea.com/sa/en/p/uppleva-bracket-for-tv-swivel-light-grey-20330599/,No,"        Bracket for TV, swivel,          37-55 ""","203.305.99 The TV-bracket can be angled for change of viewing position, and easy access to cables and connections.The TV bracket has integrated cable management so you can easily gather and conceal wires for a neater TV solution.UPPLEVA TV-brackets are VESA-compatibleFits most 37-55"" flat screen TVs.Fits MOSTORP, MALSJÖ and BESTÅ TV benches.",,,
1022,19286521,EKET,Cabinets & cupboards,1123,"SR 1,182",TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-golden-brown-dark-grey-s19286521/,Yes,"        Cabinet combination with feet,          70x35x212 cm",IKEA of Sweden/Jon Karlsson,35,212,70
2498,80418018,VALLENTUNA,Sofas & armchairs,80,SR 100,TRUE,https://www.ikea.com/sa/en/p/vallentuna-cover-for-backrest-orrsta-olive-green-80418018/,Yes,"        Cover for backrest,          80x80 cm",IKEA of Sweden,,80,80
949,30425988,KALLVIKEN,Cabinets & cupboards,95,No old price,TRUE,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,No,"        Drawer front,          60x26 cm",IKEA of Sweden,,26,60
1159,60416925,KYRRE,Chairs,60,SR 75,TRUE,https://www.ikea.com/sa/en/p/kyrre-stool-birch-60416925/,No,        Stool,C Styrbjörn/M Axelsson,48,45,42
2366,79279419,VALLENTUNA,Sofas & armchairs,640,SR 800,TRUE,https://www.ikea.com/sa/en/p/vallentuna-seat-module-hillared-light-blue-s79279419/,Yes,        Seat module,Fredriksson/L Löwenhielm/Hilland/IKEA of Sweden,80,45,100
1064,99161598,LIXHULT,Cabinets & cupboards,287,No old price,TRUE,https://www.ikea.com/sa/en/p/lixhult-storage-combination-orange-white-s99161598/,No,"        Storage combination,          95x35 cm",Jon Karlsson,35,35,95
1336,29221256,MELLTORP / TEODORES,Chairs,579,No old price,TRUE,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-s29221256/,No,"        Table and 4 chairs,          125 cm",Lisa Norinder/David Wahl,,72,75
3352,80295300,BESTÅ,TV & media furniture,100,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-black-80295300/,Yes,"        Top panel for TV,          120x40 cm",IKEA of Sweden,40,,120
1752,90116553,POÄNG,Children's furniture,179,No old price,TRUE,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-birch-veneer-almas-natural-90116553/,No,        Children's armchair,Noboru Nakamura,60,68,47
1921,80089239,TROFAST,Nursery furniture,10,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-box-white-80089239/,No,"        Storage box,          42x30x10 cm",Studio Copenhagen,,10,30
67,19175957,MALM,Beds,920,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,Yes,"        Bed frame, high, w 2 storage boxes,          180x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59,15,196
1861,50422494,GODISHUS,Nursery furniture,395,No old price,TRUE,https://www.ikea.com/sa/en/p/godishus-wardrobe-white-50422494/,No,"        Wardrobe,          60x51x178 cm","504.224.94 You can position the shelf and clothes rail in two different ways – clothes rail at the top and shelf down below, or both together at the top of the wardrobe.Deep enough to hold standard-sized adult hangers.With the included colourful stickers, you can quickly label the doors in your own personal way.You can also write with chalk on the sticker to keep track of where you have your things.WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",51,178,60
2877,10373495,BEKANT,Tables & desks,1495,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-shelving-unit-black-10373495/,Yes,"        Shelving unit,          121x134 cm",Eva Lilja Löwenhielm,45,134,121
1791,90091454,TROFAST,Children's furniture,30,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-shelf-white-90091454/,No,        Shelf,Studio Copenhagen,,,30
3268,29297958,BESTÅ,TV & media furniture,820,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-black-brown-selsviken-stallarp-high-gloss-dark-red-brown-s29297958/,Yes,"        TV bench with drawers,          120x42x48 cm",Carl Öjerstam/IKEA of Sweden,42,48,120
2254,20403374,EKTORP,Sofas & armchairs,395,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-three-seat-sofa-lingbo-multicolour-20403374/,Yes,        Cover three-seat sofa,IKEA of Sweden,,,
31,39184324,HENRIKSDAL,Bar furniture,435,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,No,"        Bar stool with backrest,          74 cm",IKEA of Sweden/Karl Malmvall,51,102,40
3653,59158121,ELVARLI,Wardrobes,519,SR 765,TRUE,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s59158121/,No,"        1 section,          44x55x216 cm",Ehlén Johansson/IKEA of Sweden,55,216,44
2665,50351175,GRANBODA,Tables & desks,295,No old price,TRUE,https://www.ikea.com/sa/en/p/granboda-nest-of-tables-set-of-3-50351175/,No,"        Nest of tables, set of 3",Jonas Hultqvist,,1,3
2367,39149892,LYCKSELE LÖVÅS,Sofas & armchairs,1245,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-loevas-two-seat-sofa-bed-ebbarp-black-white-s39149892/,Yes,        Two-seat sofa-bed,IKEA of Sweden,100,87,142
610,89311466,JONAXEL,Bookcases & shelving units,830,SR 840,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskets-clothes-rails-s89311466/,No,"        Frame/mesh baskets/clothes rails,          142-178x51x173 cm",IKEA of Sweden,51,173,148
1656,70366784,SONGESAND,Chests of drawers & drawer units,645,No old price,TRUE,https://www.ikea.com/sa/en/p/songesand-chest-of-6-drawers-brown-70366784/,No,"        Chest of 6 drawers,          82x126 cm",IKEA of Sweden,50,126,82
570,49280749,BILLY / OXBERG,Bookcases & shelving units,1790,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-w-height-extension-ut-drs-black-brown-s49280749/,Yes,"        Bookcase w height extension ut/drs,          160x30x237 cm",IKEA of Sweden/Gillis Lundgren,30,237,160
3418,20273141,HISHULT,TV & media furniture,17,No old price,TRUE,https://www.ikea.com/sa/en/p/hishult-knob-porcelain-white-20273141/,Yes,"        Knob,          23 mm",K Hagberg/M Hagberg,24,,
343,89248205,IVAR,Bookcases & shelving units,440,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-pine-white-s89248205/,No,"        Cabinet with doors,          89x30x124 cm",Sarah Fager/IKEA of Sweden,30,124,89
1822,49252553,LANGUR,Children's furniture,400,No old price,TRUE,https://www.ikea.com/sa/en/p/langur-junior-highchair-with-tray-white-s49252553/,No,        Junior/highchair with tray,J Fritzdorf/J Feldman/J Hedberg,61,87,56
2668,10457999,BERGENES,Tables & desks,9,No old price,TRUE,https://www.ikea.com/sa/en/p/bergenes-holder-for-mobile-phone-tablet-bamboo-10457999/,No,        Holder for mobile phone/tablet,IKEA of Sweden,,,8
678,19277116,BILLY / BOTTNA,Bookcases & shelving units,315,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s19277116/,Yes,"        Bookcase with display shelf,          80x28x202 cm",Gillis Lundgren/K Hagberg/M Hagberg,28,202,80
1417,9161569,INGATORP / HENRIKSDAL,Chairs,2625,No old price,TRUE,https://www.ikea.com/sa/en/p/ingatorp-henriksdal-table-and-4-chairs-white-blekinge-white-s09161569/,No,"        Table and 4 chairs,          110 cm",IKEA of Sweden/Carina Bengs,,74,
2813,19280680,INGATORP / INGOLF,Tables & desks,2615,No old price,TRUE,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-6-chairs-white-nordvalla-beige-s19280680/,No,"        Table and 6 chairs,          155/215 cm",Ebba Strandmark/Carina Bengs,,74,87
3023,89214309,LINNMON / ALEX,Tables & desks,420,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-alex-table-geometric-beige-white-s89214309/,No,"        Table,          120x60 cm",Johanna Asshoff/Gustav Carlberg,,74,60
2309,40394830,DELAKTIG,Sofas & armchairs,75,No old price,TRUE,https://www.ikea.com/sa/en/p/delaktig-cover-for-armrest-with-cushion-tallmyra-white-black-40394830/,Yes,        Cover for armrest with cushion,Tom Dixon,,,
1729,19338054,TROFAST,Children's furniture,245,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-white-pink-s19338054/,Yes,"        Storage combination,          44x30x91 cm",Studio Copenhagen,30,91,44
2453,60289324,STOCKSUND,Sofas & armchairs,100,No old price,TRUE,https://www.ikea.com/sa/en/p/stocksund-legs-for-bench-light-brown-60289324/,No,        Legs for bench,Nike Karlsson,,18,
1037,70236151,ORRNÄS,Cabinets & cupboards,29,No old price,TRUE,https://www.ikea.com/sa/en/p/orrnaes-handle-stainless-steel-colour-stainless-steel-70236151/,Yes,"        Handle,          170 mm",IKEA of Sweden,35,,16
3166,89221319,EKEDALEN / TOBIAS,Tables & desks,3065,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-tobias-table-and-6-chairs-dark-brown-blue-s89221319/,No,"        Table and 6 chairs,          180/240 cm",Carl Öjerstam/Ehlén Johansson,,,
2379,20306231,FÄRLÖV,Sofas & armchairs,795,No old price,TRUE,https://www.ikea.com/sa/en/p/faerloev-cover-for-2-seat-sofa-djuparp-yellow-beige-20306231/,Yes,        Cover for 2-seat sofa,Francis Cayouette,,,
3254,393371,TORNVIKEN,Trolleys,995,No old price,TRUE,https://www.ikea.com/sa/en/p/tornviken-kitchen-island-off-white-oak-00393371/,No,"        Kitchen island,          72x52 cm",Ebba Strandmark,52,90,72
576,99020481,BILLY / OXBERG,Bookcases & shelving units,1570,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-s99020481/,Yes,"        Bookcase,          160x30x202 cm",Gillis Lundgren,30,202,160
794,79303495,IVAR,Bookcases & shelving units,910,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s79303495/,No,"        Shelving unit w cabinets/drawers,          134x30x179 cm",IKEA of Sweden,30,179,134
2186,40404202,HAVSTA,"Sideboards, buffets & console tables",495,No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-console-table-white-40404202/,Yes,"        Console table,          100x35x63 cm",IKEA of Sweden,,63,35
2268,9256256,GRÖNLID,Sofas & armchairs,5990,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-5-seat-with-chaise-longue-ljungen-light-green-s09256256/,Yes,"        Corner sofa, 5-seat",Ehlén Johansson/Francis Cayouette,164,104,252
3297,70294508,BESTÅ,TV & media furniture,475,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-70294508/,Yes,"        TV bench,          180x40x38 cm","702.945.08 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.You can choose to stand the TV bench on the floor or mount it on the wall to free up floor space.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.This furniture must be fixed to the wall with the enclosed wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 2 BESTÅ supporting legs.May be completed with SULARP legs. This TV bench requires 2 legs and 2 BESTÅ supporting legs.",40,38,180
528,40299885,BESTÅ,Bookcases & shelving units,475,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-40299885/,Yes,"        TV bench,          120x40x64 cm","402.998.85 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.For safety reasons this TV bench shall not be hung on the wall.The TV bench must be fixed to the wall with the included wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 1 BESTÅ supporting leg.May be completed with SULARP legs. This TV bench requires 2 legs and 1 BESTÅ supporting leg.",40,64,120
176,9302913,PLATSA,Beds,1611,"SR 1,715",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s09302913/,No,"        Bed frame with 4 drawers,          142x244x43 cm",IKEA of Sweden,40,42,141
2174,9278338,KALLAX,Room dividers,1350,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-10-inserts-white-s09278338/,Yes,"        Shelving unit with 10 inserts,          182x182 cm",Tord Björklund/IKEA of Sweden,39,182,182
422,29286460,EKET,Bookcases & shelving units,1002,"SR 1,120",TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-light-grey-red-s29286460/,Yes,"        Cabinet combination with feet,          280x35x72 cm",IKEA of Sweden/Jon Karlsson,35,72,280
680,29275715,BROR,Bookcases & shelving units,2150,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-storage-w-shelves-cabinet-trolley-s29275715/,No,        Storage w shelves/cabinet/trolley,IKEA of Sweden,,,
